X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
3559,97;2051,94;445,00;1205,83;1,83;1207,08;68,74;0,00;0,00
3561,44;2052,93;445,00;1207,60;1,60;1208,68;68,87;0,14;2,74
3562,90;2053,91;446,00;1209,36;1,36;1210,04;68,78;0,05;1,04
3564,35;2054,90;446,00;1211,11;2,11;1212,15;68,47;0,00;0,00
3565,82;2055,88;447,00;1212,88;1,88;1214,03;68,84;0,23;4,48
3567,28;2056,87;447,00;1214,65;1,65;1215,68;68,86;0,10;1,88
3568,73;2057,85;448,00;1216,40;1,40;1217,08;68,44;0,00;0,00
3570,19;2058,84;448,00;1218,16;2,16;1219,23;68,44;0,09;1,68
3571,65;2059,82;449,00;1219,92;1,92;1221,15;68,63;0,16;3,17
3573,10;2060,80;449,00;1221,67;1,67;1222,82;68,57;0,06;1,28
3574,56;2061,79;450,00;1223,43;1,43;1224,25;68,54;0,08;1,56
3576,02;2062,78;450,00;1225,19;2,19;1226,45;68,81;0,19;3,71
3577,49;2063,76;451,00;1226,96;1,96;1228,41;68,91;0,13;2,53
3578,94;2064,75;451,00;1228,72;1,72;1230,13;68,57;0,00;0,00
3580,40;2065,73;452,00;1230,48;1,48;1231,61;68,70;0,14;2,77
3581,87;2066,72;452,00;1232,25;2,25;1233,86;68,80;0,13;2,49
3583,32;2067,71;453,00;1234,00;2,00;1235,86;68,61;0,00;0,00
3584,78;2068,69;453,00;1235,77;1,77;1237,63;68,70;0,12;2,48
3586,24;2069,68;454,00;1237,53;1,53;1239,16;68,70;0,09;1,76
3587,70;2070,66;454,00;1239,28;1,28;1240,44;68,45;0,00;0,00
3589,15;2071,64;455,00;1241,04;2,04;1242,48;68,46;0,09;1,89
3590,61;2072,63;455,00;1242,80;1,80;1244,28;68,78;0,21;4,17
3592,07;2073,61;456,00;1244,56;1,56;1245,84;68,58;0,00;0,00
3593,53;2074,60;456,00;1246,32;1,32;1247,16;68,70;0,13;2,70
3594,99;2075,59;457,00;1248,09;2,09;1249,25;68,81;0,13;2,56
3596,45;2076,57;457,00;1249,85;1,85;1251,10;68,79;0,08;1,62
3597,91;2077,56;458,00;1251,61;1,61;1252,71;68,57;0,00;0,00
3599,37;2078,54;458,00;1253,37;1,37;1254,08;68,59;0,10;1,99
3600,83;2079,53;459,00;1255,13;2,13;1256,21;68,68;0,12;2,45
3602,29;2080,51;459,00;1256,89;1,89;1258,10;68,80;0,13;2,66
3603,75;2081,50;460,00;1258,65;1,65;1259,75;68,56;0,00;0,00
3605,21;2082,48;461,00;1260,41;1,41;1261,16;68,72;0,15;3,00
3606,66;2083,47;461,00;1262,17;2,17;1263,33;68,41;0,00;0,00
3608,12;2084,45;462,00;1263,93;1,93;1265,26;68,81;0,24;4,83
3609,58;2085,43;462,00;1265,69;1,69;1266,94;68,45;0,00;0,00
3611,04;2086,41;463,00;1267,44;1,44;1268,39;68,59;0,14;2,86
3612,49;2087,40;463,00;1269,21;2,21;1270,59;68,70;0,13;2,64
3613,95;2088,39;464,00;1270,97;1,97;1272,56;68,69;0,09;1,77
3615,42;2089,38;464,00;1272,73;1,73;1274,29;68,79;0,13;2,57
3616,88;2090,36;465,00;1274,49;1,49;1275,79;68,77;0,08;1,66
3618,33;2091,35;465,00;1276,25;2,25;1278,04;68,63;0,00;0,00
3619,80;2092,34;466,00;1278,02;2,02;1280,06;68,91;0,19;3,94
3621,25;2093,32;466,00;1279,78;1,78;1281,84;68,47;0,00;0,00
3622,71;2094,30;467,00;1281,53;1,53;1283,37;68,55;0,12;2,44
3624,17;2095,29;467,00;1283,30;1,30;1284,67;68,68;0,14;2,80
3625,63;2096,27;468,00;1285,06;2,06;1286,73;68,69;0,09;1,91
3627,08;2097,26;468,00;1286,81;1,81;1288,54;68,46;0,00;0,00
3628,54;2098,24;469,00;1288,57;1,57;1290,11;68,48;0,09;1,94
3629,99;2099,22;469,00;1290,32;1,32;1291,43;68,51;0,10;2,08
3631,46;2100,21;470,00;1292,09;2,09;1293,52;68,81;0,20;4,16
3632,92;2101,19;470,00;1293,85;1,85;1295,37;68,75;0,07;1,36
3634,38;2102,18;471,00;1295,61;1,61;1296,98;68,56;0,00;0,00
3635,84;2103,17;471,00;1297,38;1,38;1298,36;68,90;0,22;4,51
3637,30;2104,15;472,00;1299,14;2,14;1300,50;68,89;0,08;1,75
3638,68;2105,08;472,00;1300,90;1,90;1302,40;68,49;0,00;0,00
3640,17;2106,09;473,00;1302,66;1,66;1304,06;68,60;0,13;2,73
3641,65;2107,09;473,00;1304,41;1,41;1305,47;68,42;0,00;0,00
3643,15;2108,10;474,00;1306,18;2,18;1307,65;68,85;0,25;5,16
3644,63;2109,10;474,00;1307,93;1,93;1309,58;68,48;0,00;0,00
3646,12;2110,11;475,00;1309,70;1,70;1311,28;68,91;0,25;5,20
3647,61;2111,11;476,00;1311,46;1,46;1312,74;68,45;0,00;0,00
3649,09;2112,11;476,00;1313,21;2,21;1314,95;68,45;0,09;1,88
3650,58;2113,11;477,00;1314,98;1,98;1316,92;68,83;0,23;4,84
3652,07;2114,12;477,00;1316,73;1,73;1318,66;68,49;0,00;0,00
3653,56;2115,12;478,00;1318,49;1,49;1320,15;68,61;0,13;2,78
3655,23;2115,76;478,00;1320,25;2,25;1322,40;68,74;0,14;2,89
3656,91;2116,40;479,00;1322,01;2,01;1324,41;68,47;0,00;0,00
3658,58;2117,04;479,00;1323,76;1,76;1326,17;68,43;0,07;1,55
3660,26;2117,68;480,00;1325,53;1,53;1327,70;68,82;0,24;5,00
3661,93;2118,33;480,00;1327,29;1,29;1328,99;68,60;0,00;0,00
3663,60;2118,97;481,00;1329,04;2,04;1331,03;68,42;0,00;0,00
3665,32;2119,48;481,00;1330,80;1,80;1332,83;68,77;0,22;4,62
3667,09;2119,79;482,00;1332,57;1,57;1334,41;68,87;0,13;2,67
3668,85;2120,10;482,00;1334,33;1,33;1335,73;68,43;0,00;0,00
3670,62;2120,42;483,00;1336,09;2,09;1337,82;68,63;0,17;3,51
3672,40;2120,76;483,00;1337,85;1,85;1339,67;68,84;0,16;3,49
3674,17;2121,10;484,00;1339,61;1,61;1341,27;68,59;0,00;0,00
3675,97;2121,31;484,00;1341,37;1,37;1342,64;68,64;0,11;2,31
3677,77;2121,41;485,00;1343,13;2,13;1344,78;68,87;0,17;3,71
3679,57;2121,47;485,00;1344,90;1,90;1346,67;68,69;0,00;0,00
3681,33;2121,50;486,00;1346,66;1,66;1348,33;68,78;0,12;2,64
3683,09;2121,54;486,00;1348,42;1,42;1349,76;68,79;0,09;1,98
3684,85;2121,57;487,00;1350,18;2,18;1351,93;68,41;0,00;0,00
3686,61;2121,61;487,00;1351,94;1,94;1353,87;68,66;0,18;3,93
3688,36;2121,64;488,00;1353,70;1,70;1355,57;68,59;0,06;1,32
3690,13;2121,68;488,00;1355,46;1,46;1357,03;68,74;0,14;3,09
3691,89;2121,71;489,00;1357,22;2,22;1359,25;68,62;0,05;0,99
3693,65;2121,75;489,00;1358,98;1,98;1361,23;68,70;0,12;2,53
3695,41;2121,78;490,00;1360,74;1,74;1362,97;68,80;0,13;2,70
3697,17;2121,81;490,00;1362,50;1,50;1364,47;68,54;0,00;0,00
3698,93;2121,85;491,00;1364,27;1,27;1365,74;68,88;0,21;4,62
3700,69;2121,88;492,00;1366,03;2,03;1367,77;68,63;0,00;0,00
3700,69;2121,88;492,00;1367,79;1,79;1369,56;68,82;0,16;3,50
3704,21;2121,95;493,00;1369,55;1,55;1371,11;68,52;0,00;0,00
3705,97;2121,99;493,00;1371,31;1,31;1372,42;68,66;0,14;3,08
3707,73;2122,02;494,00;1373,07;2,07;1374,49;68,56;0,05;1,13
3709,49;2122,06;494,00;1374,83;1,83;1376,32;68,79;0,17;3,74
3711,25;2122,09;495,00;1376,59;1,59;1377,91;68,62;0,00;0,00
3713,02;2122,12;495,00;1378,35;1,35;1379,27;68,79;0,15;3,35
3714,77;2122,16;496,00;1380,11;2,11;1381,38;68,51;0,00;0,00
3716,54;2122,19;496,00;1381,88;1,88;1383,26;68,88;0,23;4,99
3718,29;2122,23;497,00;1383,63;1,63;1384,89;68,51;0,00;0,00
3720,05;2122,26;497,00;1385,39;1,39;1386,28;68,45;0,07;1,43
3721,81;2122,30;498,00;1387,15;2,15;1388,43;68,50;0,11;2,36
3723,56;2122,33;498,00;1388,90;1,90;1390,33;68,46;0,07;1,53
3725,32;2122,37;499,00;1390,66;1,66;1391,98;68,46;0,09;1,93
3727,07;2122,40;499,00;1392,41;1,41;1393,40;68,44;0,08;1,78
3728,82;2122,43;500,00;1394,17;2,17;1395,56;68,43;0,09;1,89
3730,58;2122,47;500,00;1395,93;1,93;1397,49;68,63;0,16;3,60
3732,35;2122,50;501,00;1397,69;1,69;1399,18;68,77;0,14;3,05
3734,10;2122,54;501,00;1399,45;1,45;1400,62;68,55;0,00;0,00
3735,86;2122,57;502,00;1401,21;2,21;1402,83;68,63;0,12;2,58
3737,63;2122,61;502,00;1402,97;1,97;1404,80;68,83;0,16;3,57
3739,38;2122,64;503,00;1404,73;1,73;1406,53;68,56;0,00;0,00
3741,15;2122,68;503,00;1406,49;1,49;1408,03;68,84;0,19;4,28
3742,91;2122,71;504,00;1408,26;2,26;1410,28;68,71;0,04;0,89
3744,66;2122,74;504,00;1410,01;2,01;1412,29;68,42;0,00;0,00
3746,43;2122,78;505,00;1411,77;1,77;1414,07;68,73;0,21;4,56
3748,19;2122,81;505,00;1413,53;1,53;1415,60;68,70;0,08;1,70
3748,19;2122,81;506,00;1415,30;1,30;1416,89;68,65;0,07;1,57
3751,71;2122,88;507,00;1417,06;2,06;1418,95;68,83;0,15;3,44
3753,48;2122,92;507,00;1418,83;1,83;1420,78;68,85;0,10;2,12
3755,24;2122,95;508,00;1420,59;1,59;1422,37;68,82;0,08;1,77
3757,01;2122,99;508,00;1422,36;1,36;1423,73;68,86;0,10;2,33
3758,76;2123,02;509,00;1424,11;2,11;1425,84;68,58;0,00;0,00
3760,53;2123,06;509,00;1425,88;1,88;1427,72;68,72;0,14;3,11
3762,28;2123,09;510,00;1427,63;1,63;1429,35;68,57;0,00;0,00
3764,01;2123,15;510,00;1429,40;1,40;1430,75;68,84;0,19;4,25
3765,74;2123,22;511,00;1431,16;2,16;1432,91;68,66;0,00;0,00
3767,45;2123,37;511,00;1432,92;1,92;1434,83;68,50;0,00;0,00
3769,17;2123,59;512,00;1434,68;1,68;1436,51;68,82;0,21;4,71
3769,17;2123,59;512,00;1436,44;1,44;1437,95;68,52;0,00;0,00
3772,56;2124,22;513,00;1438,20;2,20;1440,14;68,66;0,14;3,19
3774,25;2124,54;513,00;1439,96;1,96;1442,11;68,77;0,13;2,91
3775,97;2124,86;514,00;1441,73;1,73;1443,83;68,76;0,08;1,87
3777,69;2125,17;514,00;1443,48;1,48;1445,32;68,63;0,04;0,94
3779,42;2125,48;515,00;1445,25;2,25;1447,56;68,69;0,11;2,52
3781,09;2125,99;515,00;1447,01;2,01;1449,57;68,63;0,07;1,47
3782,73;2126,62;516,00;1448,77;1,77;1451,34;68,68;0,11;2,39
3784,37;2127,24;516,00;1450,53;1,53;1452,86;68,59;0,05;1,24
3786,02;2127,87;517,00;1452,29;1,29;1454,15;68,85;0,19;4,26
3787,65;2128,49;517,00;1454,05;2,05;1456,20;68,50;0,00;0,00
3789,30;2129,12;518,00;1455,81;1,81;1458,01;68,79;0,20;4,55
3790,93;2129,74;518,00;1457,57;1,57;1459,58;68,53;0,00;0,00
3792,57;2130,38;519,00;1459,33;1,33;1460,90;68,54;0,09;2,09
3794,09;2131,26;519,00;1461,09;2,09;1462,99;68,84;0,20;4,60
3795,61;2132,14;520,00;1462,86;1,86;1464,85;68,83;0,09;1,95
3797,14;2133,02;520,00;1464,62;1,62;1466,47;68,81;0,08;1,85
3798,65;2133,89;521,00;1466,38;1,38;1467,85;68,46;0,00;0,00
3800,18;2134,77;522,00;1468,14;2,14;1469,99;68,82;0,22;5,07
3801,70;2135,65;522,00;1469,90;1,90;1471,89;68,67;0,00;0,00
3803,21;2136,53;523,00;1471,66;1,66;1473,55;68,61;0,07;1,53
3804,74;2137,41;523,00;1473,42;1,42;1474,97;68,71;0,13;2,88
3806,26;2138,29;524,00;1475,18;2,18;1477,15;68,74;0,10;2,33
3807,78;2139,16;524,00;1476,94;1,94;1479,10;68,62;0,04;0,96
3809,30;2140,04;525,00;1478,71;1,71;1480,81;68,83;0,17;3,87
3810,82;2140,92;525,00;1480,47;1,47;1482,27;68,61;0,00;0,00
3812,34;2141,80;526,00;1482,23;2,23;1484,50;68,62;0,09;2,13
3813,85;2142,67;526,00;1483,98;1,98;1486,48;68,43;0,00;0,00
3815,37;2143,55;527,00;1485,74;1,74;1488,22;68,59;0,15;3,44
3816,89;2144,43;527,00;1487,50;1,50;1489,73;68,66;0,12;2,68
3817,51;2148,48;528,00;1489,27;1,27;1490,99;68,78;0,13;3,07
3819,02;2149,36;528,00;1491,03;2,03;1493,02;68,66;0,05;1,06
3820,53;2150,23;529,00;1492,79;1,79;1494,80;68,74;0,12;2,75
3822,05;2151,11;529,00;1494,55;1,55;1496,36;68,84;0,12;2,89
3823,56;2151,98;530,00;1496,32;1,32;1497,68;68,83;0,09;2,03
3823,56;2151,98;530,00;1498,08;2,08;1499,76;68,66;0,00;0,00
3826,58;2153,72;531,00;1499,84;1,84;1501,59;68,55;0,05;1,09
3828,09;2154,60;531,00;1501,59;1,59;1503,18;68,51;0,07;1,71
3829,60;2155,47;532,00;1503,36;1,36;1504,54;68,72;0,17;3,86
3831,11;2156,34;532,00;1505,12;2,12;1506,66;68,79;0,12;2,76
3832,63;2157,22;533,00;1506,88;1,88;1508,54;68,84;0,11;2,49
3834,14;2158,09;533,00;1508,64;1,64;1510,18;68,50;0,00;0,00
3834,14;2158,09;534,00;1510,40;1,40;1511,58;68,44;0,07;1,54
3837,16;2159,83;534,00;1512,16;2,16;1513,74;68,84;0,24;5,66
3838,67;2160,71;535,00;1513,92;1,92;1515,66;68,76;0,06;1,33
3840,18;2161,58;535,00;1515,68;1,68;1517,34;68,50;0,00;0,00
3841,68;2162,45;536,00;1517,44;1,44;1518,78;68,58;0,12;2,84
3841,68;2162,45;536,00;1519,20;2,20;1520,98;68,84;0,19;4,38
3844,71;2164,20;537,00;1520,96;1,96;1522,95;68,60;0,00;0,00
3846,22;2165,07;538,00;1522,72;1,72;1524,67;68,60;0,09;2,11
3847,72;2165,94;538,00;1524,48;1,48;1526,15;68,48;0,04;1,03
3849,24;2166,81;539,00;1526,24;2,24;1528,39;68,75;0,19;4,45
3850,75;2167,68;539,00;1528,00;2,00;1530,39;68,61;0,00;0,00
3852,25;2168,55;540,00;1529,76;1,76;1532,14;68,49;0,04;1,04
3853,76;2169,42;540,00;1531,51;1,51;1533,65;68,51;0,10;2,28
3855,27;2170,30;541,00;1533,28;1,28;1534,93;68,82;0,21;4,88
3856,79;2171,17;541,00;1535,04;2,04;1536,97;68,70;0,04;1,03
3858,30;2172,05;542,00;1536,81;1,81;1538,77;68,89;0,16;3,84
3859,81;2172,92;542,00;1538,56;1,56;1540,34;68,61;0,00;0,00
3861,32;2173,79;543,00;1540,32;1,32;1541,66;68,45;0,00;0,00
3862,83;2174,66;543,00;1542,08;2,08;1543,74;68,61;0,14;3,46
3864,34;2175,54;544,00;1543,84;1,84;1545,58;68,71;0,13;3,08
3865,85;2176,41;544,00;1545,60;1,60;1547,18;68,55;0,00;0,00
3867,36;2177,28;545,00;1547,36;1,36;1548,54;68,70;0,14;3,45
3868,87;2178,15;545,00;1549,12;2,12;1550,65;68,60;0,05;1,22
3868,87;2178,15;546,00;1550,88;1,88;1552,53;68,55;0,07;1,69
3871,88;2179,89;546,00;1552,63;1,63;1554,16;68,42;0,04;0,97
3873,38;2180,76;547,00;1554,39;1,39;1555,55;68,42;0,09;2,12
3874,90;2181,63;547,00;1556,15;2,15;1557,69;68,68;0,18;4,44
3876,41;2182,51;548,00;1557,91;1,91;1559,60;68,64;0,07;1,76
3877,92;2183,38;548,00;1559,67;1,67;1561,27;68,90;0,19;4,49
3879,43;2184,25;549,00;1561,43;1,43;1562,70;68,62;0,00;0,00
3880,95;2185,13;549,00;1563,20;2,20;1564,90;68,84;0,17;4,08
3882,45;2186,00;550,00;1564,96;1,96;1566,86;68,57;0,00;0,00
3883,97;2186,88;550,00;1566,72;1,72;1568,58;68,77;0,16;3,94
3885,48;2187,75;551,00;1568,48;1,48;1570,05;68,59;0,00;0,00
3886,99;2188,62;551,00;1570,24;2,24;1572,30;68,80;0,17;4,06
3888,51;2189,50;552,00;1572,01;2,01;1574,31;68,91;0,13;3,11
3890,02;2190,37;553,00;1573,77;1,77;1576,08;68,76;0,00;0,00
3891,53;2191,24;553,00;1575,53;1,53;1577,61;68,62;0,00;0,00
3893,04;2192,11;554,00;1577,29;1,29;1578,90;68,52;0,05;1,29
3894,54;2192,99;554,00;1579,05;2,05;1580,94;68,56;0,10;2,47
3896,05;2193,86;555,00;1580,80;1,80;1582,75;68,49;0,06;1,50
3897,56;2194,73;555,00;1582,56;1,56;1584,31;68,55;0,11;2,73
3899,07;2195,60;556,00;1584,33;1,33;1585,63;68,87;0,21;5,09
3900,58;2196,47;556,00;1586,09;2,09;1587,72;68,60;0,00;0,00
3902,09;2197,35;557,00;1587,85;1,85;1589,56;68,73;0,13;3,29
3903,60;2198,22;557,00;1589,61;1,61;1591,17;68,58;0,00;0,00
3905,11;2199,09;558,00;1591,37;1,37;1592,54;68,71;0,14;3,37
3906,62;2199,96;558,00;1593,13;2,13;1594,66;68,55;0,00;0,00
3908,13;2200,84;559,00;1594,88;1,88;1596,55;68,63;0,12;2,91
3909,65;2201,71;559,00;1596,65;1,65;1598,20;68,75;0,14;3,33
3911,16;2202,58;560,00;1598,41;1,41;1599,61;68,87;0,13;3,20
3912,68;2203,46;560,00;1600,18;2,18;1601,79;68,87;0,09;2,21
3914,19;2204,33;561,00;1601,94;1,94;1603,73;68,65;0,00;0,00
3915,70;2205,21;561,00;1603,70;1,70;1605,43;68,81;0,15;3,63
3917,21;2206,08;562,00;1605,47;1,47;1606,90;68,68;0,00;0,00
3918,72;2206,95;562,00;1607,22;2,22;1609,12;68,50;0,00;0,00
3920,23;2207,83;563,00;1608,99;1,99;1611,11;68,90;0,24;5,90
3921,74;2208,70;563,00;1610,75;1,75;1612,85;68,55;0,00;0,00
3923,25;2209,57;564,00;1612,50;1,50;1614,36;68,55;0,09;2,17
3924,76;2210,44;564,00;1614,27;1,27;1615,62;68,73;0,15;3,84
3926,27;2211,31;565,00;1616,02;2,02;1617,65;68,48;0,00;0,00
3927,78;2212,18;565,00;1617,78;1,78;1619,43;68,59;0,13;3,18
3929,28;2213,05;566,00;1619,53;1,53;1620,96;68,41;0,00;0,00
3929,28;2213,05;566,00;1621,30;1,30;1622,26;68,89;0,27;6,76
3932,23;2214,76;567,00;1623,06;2,06;1624,32;68,67;0,00;0,00
3933,75;2215,64;567,00;1624,82;1,82;1626,14;68,63;0,07;1,85
3933,75;2215,64;568,00;1626,58;1,58;1627,72;68,50;0,04;0,98
3936,80;2217,40;569,00;1628,34;1,34;1629,06;68,55;0,11;2,71
3938,32;2218,28;569,00;1630,10;2,10;1631,15;68,66;0,13;3,19
3938,32;2218,28;570,00;1631,85;1,85;1633,01;68,58;0,06;1,53
3941,37;2220,04;570,00;1633,62;1,62;1634,63;68,80;0,17;4,25
3942,90;2220,92;571,00;1635,38;1,38;1636,01;68,73;0,06;1,52
3944,42;2221,80;571,00;1637,14;2,14;1638,14;68,42;0,00;0,00
3945,94;2222,68;572,00;1638,90;1,90;1640,04;68,71;0,19;4,89
3947,47;2223,56;572,00;1640,66;1,66;1641,70;68,80;0,12;3,10
3948,99;2224,44;573,00;1642,42;1,42;1643,12;68,64;0,00;0,00
3950,52;2225,32;573,00;1644,18;2,18;1645,30;68,67;0,10;2,51
3952,04;2226,20;574,00;1645,94;1,94;1647,25;68,63;0,07;1,87
3953,57;2227,08;574,00;1647,70;1,70;1648,95;68,60;0,08;1,93
3955,09;2227,96;575,00;1649,46;1,46;1650,41;68,63;0,10;2,45
3956,62;2228,85;575,00;1651,22;2,22;1652,63;68,79;0,15;3,78
3958,14;2229,73;576,00;1652,98;1,98;1654,62;68,61;0,00;0,00
3959,66;2230,61;576,00;1654,74;1,74;1656,35;68,47;0,00;0,00
3961,09;2231,44;577,00;1656,49;1,49;1657,85;68,42;0,07;1,77
3962,62;2232,32;577,00;1658,26;2,26;1660,11;68,88;0,26;6,65
3964,15;2233,20;578,00;1660,02;2,02;1662,13;68,77;0,05;1,16
3965,67;2234,08;578,00;1661,78;1,78;1663,92;68,72;0,07;1,84
3967,19;2234,96;579,00;1663,54;1,54;1665,46;68,48;0,00;0,00
3968,71;2235,84;579,00;1665,30;1,30;1666,75;68,56;0,12;3,00
3970,23;2236,72;580,00;1667,05;2,05;1668,81;68,46;0,05;1,27
3971,76;2237,60;580,00;1668,82;1,82;1670,63;68,74;0,19;4,95
3973,28;2238,48;581,00;1670,57;1,57;1672,20;68,55;0,00;0,00
3974,81;2239,36;581,00;1672,34;1,34;1673,54;68,88;0,21;5,43
3976,34;2240,24;582,00;1674,10;2,10;1675,64;68,58;0,00;0,00
3977,86;2241,12;582,00;1675,86;1,86;1677,50;68,64;0,11;2,89
3979,38;2242,00;583,00;1677,62;1,62;1679,12;68,58;0,06;1,66
3980,90;2242,88;584,00;1679,38;1,38;1680,49;68,56;0,08;2,13
3982,43;2243,76;584,00;1681,14;2,14;1682,63;68,72;0,15;3,77
3983,95;2244,64;585,00;1682,89;1,89;1684,52;68,46;0,00;0,00
3985,47;2245,52;585,00;1684,65;1,65;1686,17;68,58;0,13;3,42
3986,99;2246,40;586,00;1686,41;1,41;1687,58;68,54;0,07;1,88
3988,52;2247,28;586,00;1688,17;2,17;1689,75;68,83;0,20;5,14
3990,05;2248,16;587,00;1689,93;1,93;1691,69;68,64;0,00;0,00
3991,57;2249,04;587,00;1691,69;1,69;1693,38;68,70;0,11;2,89
3993,10;2249,93;588,00;1693,46;1,46;1694,84;68,80;0,13;3,26
3994,63;2250,81;588,00;1695,22;2,22;1697,06;68,72;0,06;1,48
3996,15;2251,69;589,00;1696,98;1,98;1699,04;68,50;0,00;0,00
3997,67;2252,56;589,00;1698,73;1,73;1700,77;68,50;0,09;2,25
3999,19;2253,44;590,00;1700,49;1,49;1702,26;68,43;0,06;1,60
4000,71;2254,32;590,00;1702,25;2,25;1704,51;68,66;0,17;4,53
4002,24;2255,21;591,00;1704,01;2,01;1706,53;68,84;0,16;4,10
4003,76;2256,08;591,00;1705,77;1,77;1708,30;68,47;0,00;0,00
4003,76;2256,08;592,00;1707,53;1,53;1709,82;68,55;0,12;3,16
4006,81;2257,84;592,00;1709,29;1,29;1711,11;68,62;0,11;2,91
4008,33;2258,73;593,00;1711,05;2,05;1713,16;68,82;0,17;4,34
4009,86;2259,60;593,00;1712,81;1,81;1714,97;68,55;0,00;0,00
4011,38;2260,48;594,00;1714,56;1,56;1716,54;68,42;0,00;0,00
4012,90;2261,36;594,00;1716,33;1,33;1717,86;68,76;0,22;5,66
4014,43;2262,25;595,00;1718,09;2,09;1719,96;68,78;0,10;2,53
4015,95;2263,12;595,00;1719,85;1,85;1721,80;68,44;0,00;0,00
4017,47;2264,00;596,00;1721,60;1,60;1723,40;68,49;0,11;2,85
4018,99;2264,88;596,00;1723,36;1,36;1724,77;68,66;0,15;3,95
4020,52;2265,76;597,00;1725,12;2,12;1726,89;68,58;0,06;1,54
4022,04;2266,65;597,00;1726,89;1,89;1728,77;68,83;0,18;4,82
4023,57;2267,52;598,00;1728,64;1,64;1730,42;68,55;0,00;0,00
4025,09;2268,40;599,00;1730,40;1,40;1731,82;68,57;0,09;2,47
4026,62;2269,29;599,00;1732,17;2,17;1733,98;68,76;0,16;4,28
4028,14;2270,17;600,00;1733,93;1,93;1735,91;68,74;0,08;2,13
4029,67;2271,05;600,00;1735,69;1,69;1737,60;68,78;0,10;2,71
4031,19;2271,93;601,00;1737,45;1,45;1739,05;68,65;0,00;0,00
4032,72;2272,81;601,00;1739,22;2,22;1741,27;68,83;0,16;4,20
4034,24;2273,69;602,00;1740,97;1,97;1743,24;68,44;0,00;0,00
4035,76;2274,58;602,00;1742,73;1,73;1744,98;68,76;0,21;5,51
4037,28;2275,46;603,00;1744,49;1,49;1746,47;68,64;0,04;1,15
4038,80;2276,34;603,00;1746,25;2,25;1748,72;68,61;0,08;2,01
4040,32;2277,22;604,00;1748,01;2,01;1750,73;68,51;0,05;1,42
4041,84;2278,11;604,00;1749,77;1,77;1752,51;68,68;0,15;4,01
4043,36;2278,99;605,00;1751,53;1,53;1754,04;68,77;0,12;3,25
4044,88;2279,88;605,00;1753,29;1,29;1755,33;68,50;0,00;0,00
4046,40;2280,76;606,00;1755,05;2,05;1757,38;68,59;0,12;3,29
4047,94;2281,64;606,00;1756,81;1,81;1759,19;68,74;0,15;3,88
4049,48;2282,51;607,00;1758,57;1,57;1760,76;68,43;0,00;0,00
4051,02;2283,39;607,00;1760,33;1,33;1762,09;68,70;0,19;5,05
4052,57;2284,27;608,00;1762,09;2,09;1764,18;68,81;0,13;3,42
4054,10;2285,15;608,00;1763,85;1,85;1766,03;68,45;0,00;0,00
4055,65;2286,03;609,00;1765,61;1,61;1767,64;68,84;0,24;6,30
4057,19;2286,90;609,00;1767,37;1,37;1769,02;68,70;0,00;0,00
4058,73;2287,76;610,00;1769,14;2,14;1771,15;68,70;0,09;2,36
4060,27;2288,62;610,00;1770,90;1,90;1773,05;68,77;0,11;3,04
4061,80;2289,48;611,00;1772,66;1,66;1774,71;68,50;0,00;0,00
4063,32;2290,33;611,00;1774,42;1,42;1776,13;68,90;0,24;6,37
4064,86;2291,20;612,00;1776,19;2,19;1778,32;68,86;0,08;2,04
4066,40;2292,06;612,00;1777,95;1,95;1780,27;68,83;0,07;2,02
4067,93;2292,93;613,00;1779,71;1,71;1781,98;68,59;0,00;0,00
4069,47;2293,80;614,00;1781,48;1,48;1783,46;68,90;0,20;5,53
4070,99;2294,66;614,00;1783,23;2,23;1785,69;68,51;0,00;0,00
4072,53;2295,53;615,00;1784,99;1,99;1787,69;68,65;0,14;3,89
4074,06;2296,39;615,00;1786,76;1,76;1789,44;68,69;0,10;2,80
4075,59;2297,26;616,00;1788,52;1,52;1790,96;68,67;0,08;2,15
4077,13;2298,13;616,00;1790,28;1,28;1792,24;68,90;0,18;4,76
4078,67;2299,00;617,00;1792,05;2,05;1794,29;68,83;0,06;1,67
4080,20;2299,86;617,00;1793,81;1,81;1796,10;68,51;0,00;0,00
4081,74;2300,73;618,00;1795,57;1,57;1797,67;68,80;0,20;5,41
4083,27;2301,59;618,00;1797,33;1,33;1798,99;68,59;0,00;0,00
4084,80;2302,46;619,00;1799,09;2,09;1801,09;68,83;0,18;4,92
4086,33;2303,32;619,00;1800,85;1,85;1802,94;68,47;0,00;0,00
4087,87;2304,19;620,00;1802,61;1,61;1804,55;68,77;0,20;5,49
4089,40;2305,06;620,00;1804,38;1,38;1805,92;68,78;0,09;2,49
4090,94;2305,92;621,00;1806,14;2,14;1808,06;68,78;0,09;2,44
4092,47;2306,79;621,00;1807,90;1,90;1809,96;68,55;0,00;0,00
4094,00;2307,65;622,00;1809,65;1,65;1811,61;68,58;0,10;2,78
4095,53;2308,52;622,00;1811,41;1,41;1813,02;68,42;0,00;0,00
4097,06;2309,38;623,00;1813,17;2,17;1815,20;68,80;0,23;6,35
4098,59;2310,25;623,00;1814,93;1,93;1817,12;68,41;0,00;0,00
4100,12;2311,11;624,00;1816,69;1,69;1818,81;68,64;0,17;4,74
