X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
3653,56;2115,12;478;1318,49;1,49;1320,15;68,61;0,13;2,78
3655,23;2115,76;479;1320,25;2,25;1322,4;68,74;0,14;2,9
3656,91;2116,4;479;1322,01;2,01;1324,41;68,47;0;0
3658,58;2117,04;480;1323,76;1,76;1326,17;68,43;0,07;1,55
3658,58;2117,04;480;1325,53;1,53;1327,7;68,82;0,24;5
3661,93;2118,33;481;1327,29;1,29;1328,99;68,6;0;0
3663,6;2118,97;481;1329,04;2,04;1331,03;68,42;0;0
3665,32;2119,48;482;1330,8;1,8;1332,83;68,77;0,22;4,63
3667,09;2119,79;482;1332,57;1,57;1334,41;68,87;0,13;2,67
3668,85;2120,1;483;1334,33;1,33;1335,73;68,43;0;0
3670,62;2120,42;483;1336,09;2,09;1337,82;68,63;0,17;3,51
3672,4;2120,76;484;1337,85;1,85;1339,67;68,84;0,16;3,5
3674,17;2121,1;484;1339,61;1,61;1341,27;68,59;0;0
3675,97;2121,31;485;1341,37;1,37;1342,64;68,64;0,11;2,31
3677,77;2121,41;485;1343,13;2,13;1344,78;68,87;0,17;3,71
3679,57;2121,47;486;1344,9;1,9;1346,67;68,69;0;0
3681,33;2121,5;486;1346,66;1,66;1348,33;68,78;0,12;2,64
3683,09;2121,54;487;1348,42;1,42;1349,76;68,79;0,09;1,99
3684,85;2121,57;487;1350,18;2,18;1351,93;68,41;0;0
3686,61;2121,61;488;1351,94;1,94;1353,87;68,66;0,18;3,94
3688,36;2121,64;488;1353,7;1,7;1355,57;68,59;0,06;1,32
3690,13;2121,68;489;1355,46;1,46;1357,03;68,74;0,14;3,1
3691,89;2121,71;490;1357,22;2,22;1359,25;68,62;0,05;0,99
3691,89;2121,71;490;1358,98;1,98;1361,23;68,7;0,12;2,54
3693,65;2121,75;491;1360,74;1,74;1362,97;68,8;0,13;2,7
3697,17;2121,81;491;1362,5;1,5;1364,47;68,54;0;0
3698,93;2121,85;492;1364,27;1,27;1365,74;68,88;0,21;4,63
3700,69;2121,88;492;1366,03;2,03;1367,77;68,63;0;0
3700,69;2121,88;493;1367,79;1,79;1369,56;68,82;0,16;3,51
3704,21;2121,95;493;1369,55;1,55;1371,11;68,52;0;0
3705,97;2121,99;494;1371,31;1,31;1372,42;68,66;0,14;3,09
3707,73;2122,02;494;1373,07;2,07;1374,49;68,56;0,05;1,13
3709,49;2122,06;495;1374,83;1,83;1376,32;68,79;0,17;3,75
3711,25;2122,09;495;1376,59;1,59;1377,91;68,62;0;0
3713,02;2122,12;496;1378,35;1,35;1379,27;68,79;0,15;3,36
3714,77;2122,16;496;1380,11;2,11;1381,38;68,51;0;0
3716,54;2122,19;497;1381,88;1,88;1383,26;68,88;0,23;5
3718,29;2122,23;497;1383,63;1,63;1384,89;68,51;0;0
3720,05;2122,26;498;1385,39;1,39;1386,28;68,45;0,07;1,43
3721,81;2122,3;498;1387,15;2,15;1388,43;68,5;0,11;2,36
3723,56;2122,33;499;1388,9;1,9;1390,33;68,46;0,07;1,53
3725,32;2122,37;499;1390,66;1,66;1391,98;68,46;0,09;1,93
3727,07;2122,4;500;1392,41;1,41;1393,4;68,44;0,08;1,78
3728,82;2122,43;500;1394,17;2,17;1395,56;68,43;0,09;1,89
3730,58;2122,47;501;1395,93;1,93;1397,49;68,63;0,16;3,61
3732,35;2122,5;501;1397,69;1,69;1399,18;68,77;0,14;3,05
3734,1;2122,54;502;1399,45;1,45;1400,62;68,55;0;0
3735,86;2122,57;502;1401,21;2,21;1402,83;68,63;0,12;2,58
3737,63;2122,61;503;1402,97;1,97;1404,8;68,83;0,16;3,58
3739,38;2122,64;503;1404,73;1,73;1406,53;68,56;0;0
3741,15;2122,68;504;1406,49;1,49;1408,03;68,84;0,19;4,29
3742,91;2122,71;504;1408,26;2,26;1410,28;68,71;0,04;0,89
3744,66;2122,74;505;1410,01;2,01;1412,29;68,42;0;0
3746,43;2122,78;506;1411,77;1,77;1414,07;68,73;0,21;4,57
3748,19;2122,81;506;1413,53;1,53;1415,6;68,7;0,08;1,7
3749,95;2122,85;507;1415,3;1,3;1416,89;68,65;0,07;1,57
3751,71;2122,88;507;1417,06;2,06;1418,95;68,83;0,15;3,44
3753,48;2122,92;508;1418,83;1,83;1420,78;68,85;0,1;2,12
3755,24;2122,95;508;1420,59;1,59;1422,37;68,82;0,08;1,77
3757,01;2122,99;509;1422,36;1,36;1423,73;68,86;0,1;2,33
3758,76;2123,02;509;1424,11;2,11;1425,84;68,58;0;0
3760,53;2123,06;510;1425,88;1,88;1427,72;68,72;0,14;3,11
3762,28;2123,09;510;1427,63;1,63;1429,35;68,57;0;0
3764,01;2123,15;511;1429,4;1,4;1430,75;68,84;0,19;4,26
3765,74;2123,22;511;1431,16;2,16;1432,91;68,66;0;0
3767,45;2123,37;512;1432,92;1,92;1434,83;68,5;0;0
3769,17;2123,59;512;1434,68;1,68;1436,51;68,82;0,21;4,71
3770,86;2123,9;513;1436,44;1,44;1437,95;68,52;0;0
3772,56;2124,22;513;1438,2;2,2;1440,14;68,66;0,14;3,19
3774,25;2124,54;514;1439,96;1,96;1442,11;68,77;0,13;2,92
3775,97;2124,86;514;1441,73;1,73;1443,83;68,76;0,08;1,87
3777,69;2125,17;515;1443,48;1,48;1445,32;68,63;0,04;0,94
3779,42;2125,48;515;1445,25;2,25;1447,56;68,69;0,11;2,52
3781,09;2125,99;516;1447,01;2,01;1449,57;68,63;0,07;1,48
3782,73;2126,62;516;1448,77;1,77;1451,34;68,68;0,11;2,39
3784,37;2127,24;517;1450,53;1,53;1452,86;68,59;0,05;1,24
3786,02;2127,87;517;1452,29;1,29;1454,15;68,85;0,19;4,26
3787,65;2128,49;518;1454,05;2,05;1456,2;68,5;0;0
3789,3;2129,12;518;1455,81;1,81;1458,01;68,79;0,2;4,55
3790,93;2129,74;519;1457,57;1,57;1459,58;68,53;0;0
3792,57;2130,38;519;1459,33;1,33;1460,9;68,54;0,09;2,09
3794,09;2131,26;520;1461,09;2,09;1462,99;68,84;0,2;4,61
3795,61;2132,14;521;1462,86;1,86;1464,85;68,83;0,09;1,95
3797,14;2133,02;521;1464,62;1,62;1466,47;68,81;0,08;1,86
3798,65;2133,89;522;1466,38;1,38;1467,85;68,46;0;0
3800,18;2134,77;522;1468,14;2,14;1469,99;68,82;0,22;5,07
3801,7;2135,65;523;1469,9;1,9;1471,89;68,67;0;0
3803,21;2136,53;523;1471,66;1,66;1473,55;68,61;0,07;1,53
3804,74;2137,41;524;1473,42;1,42;1474,97;68,71;0,13;2,88
3806,26;2138,29;524;1475,18;2,18;1477,15;68,74;0,1;2,33
3806,26;2138,29;525;1476,94;1,94;1479,1;68,62;0,04;0,96
3809,3;2140,04;525;1478,71;1,71;1480,81;68,83;0,17;3,87
3810,82;2140,92;526;1480,47;1,47;1482,27;68,61;0;0
3812,34;2141,8;526;1482,23;2,23;1484,5;68,62;0,09;2,13
3813,85;2142,67;527;1483,98;1,98;1486,48;68,43;0;0
3815,37;2143,55;527;1485,74;1,74;1488,22;68,59;0,15;3,44
3816,89;2144,43;528;1487,5;1,5;1489,73;68,66;0,12;2,68
3817,51;2148,48;528;1489,27;1,27;1490,99;68,78;0,13;3,07
3819,02;2149,36;529;1491,03;2,03;1493,02;68,66;0,05;1,06
3820,53;2150,23;529;1492,79;1,79;1494,8;68,74;0,12;2,75
3822,05;2151,11;530;1494,55;1,55;1496,36;68,84;0,12;2,89
3823,56;2151,98;530;1496,32;1,32;1497,68;68,83;0,09;2,03
3825,07;2152,85;531;1498,08;2,08;1499,76;68,66;0;0
3826,58;2153,72;531;1499,84;1,84;1501,59;68,55;0,05;1,09
3828,09;2154,6;532;1501,59;1,59;1503,18;68,51;0,07;1,71
3829,6;2155,47;532;1503,36;1,36;1504,54;68,72;0,17;3,86
3831,11;2156,34;533;1505,12;2,12;1506,66;68,79;0,12;2,76
3832,63;2157,22;533;1506,88;1,88;1508,54;68,84;0,11;2,49
3834,14;2158,09;534;1508,64;1,64;1510,18;68,5;0;0
3835,64;2158,96;534;1510,4;1,4;1511,58;68,44;0,07;1,54
3837,16;2159,83;535;1512,16;2,16;1513,74;68,84;0,24;5,67
3838,67;2160,71;536;1513,92;1,92;1515,66;68,76;0,06;1,33
3840,18;2161,58;536;1515,68;1,68;1517,34;68,5;0;0
3841,68;2162,45;537;1517,44;1,44;1518,78;68,58;0,12;2,84
3843,2;2163,32;537;1519,2;2,2;1520,98;68,84;0,19;4,39
3843,2;2163,32;538;1520,96;1,96;1522,95;68,6;0;0
3846,22;2165,07;538;1522,72;1,72;1524,67;68,6;0,09;2,11
3847,72;2165,94;539;1524,48;1,48;1526,15;68,48;0,04;1,03
3849,24;2166,81;539;1526,24;2,24;1528,39;68,75;0,19;4,45
3850,75;2167,68;540;1528;2;1530,39;68,61;0;0
3850,75;2167,68;540;1529,76;1,76;1532,14;68,49;0,04;1,04
3853,76;2169,42;541;1531,51;1,51;1533,65;68,51;0,1;2,28
3855,27;2170,3;541;1533,28;1,28;1534,93;68,82;0,21;4,88
3856,79;2171,17;542;1535,04;2,04;1536,97;68,7;0,04;1,03
3858,3;2172,05;542;1536,81;1,81;1538,77;68,89;0,16;3,84
3859,81;2172,92;543;1538,56;1,56;1540,34;68,61;0;0
3861,32;2173,79;543;1540,32;1,32;1541,66;68,45;0;0
3862,83;2174,66;544;1542,08;2,08;1543,74;68,61;0,14;3,46
3864,34;2175,54;544;1543,84;1,84;1545,58;68,71;0,13;3,08
3865,85;2176,41;545;1545,6;1,6;1547,18;68,55;0;0
3867,36;2177,28;545;1547,36;1,36;1548,54;68,7;0,14;3,45
3868,87;2178,15;546;1549,12;2,12;1550,65;68,6;0,05;1,23
3870,37;2179,02;546;1550,88;1,88;1552,53;68,55;0,07;1,69
3871,88;2179,89;547;1552,63;1,63;1554,16;68,42;0,04;0,98
3873,38;2180,76;547;1554,39;1,39;1555,55;68,42;0,09;2,12
3874,9;2181,63;548;1556,15;2,15;1557,69;68,68;0,18;4,45
3876,41;2182,51;548;1557,91;1,91;1559,6;68,64;0,07;1,76
3877,92;2183,38;549;1559,67;1,67;1561,27;68,9;0,19;4,5
3879,43;2184,25;549;1561,43;1,43;1562,7;68,62;0;0
3880,95;2185,13;550;1563,2;2,2;1564,9;68,84;0,17;4,09
3882,45;2186;551;1564,96;1,96;1566,86;68,57;0;0
3883,97;2186,88;551;1566,72;1,72;1568,58;68,77;0,16;3,95
3885,48;2187,75;552;1568,48;1,48;1570,05;68,59;0;0
3886,99;2188,62;552;1570,24;2,24;1572,3;68,8;0,17;4,07
3888,51;2189,5;553;1572,01;2,01;1574,31;68,91;0,13;3,12
3890,02;2190,37;553;1573,77;1,77;1576,08;68,76;0;0
3891,53;2191,24;554;1575,53;1,53;1577,61;68,62;0;0
3893,04;2192,11;554;1577,29;1,29;1578,9;68,52;0,05;1,29
3893,04;2192,11;555;1579,05;2,05;1580,94;68,56;0,1;2,48
3896,05;2193,86;555;1580,8;1,8;1582,75;68,49;0,06;1,5
3897,56;2194,73;556;1582,56;1,56;1584,31;68,55;0,11;2,73
3899,07;2195,6;556;1584,33;1,33;1585,63;68,87;0,21;5,09
3900,58;2196,47;557;1586,09;2,09;1587,72;68,6;0;0
3902,09;2197,35;557;1587,85;1,85;1589,56;68,73;0,13;3,29
3903,6;2198,22;558;1589,61;1,61;1591,17;68,58;0;0
3905,11;2199,09;558;1591,37;1,37;1592,54;68,71;0,14;3,37
3906,62;2199,96;559;1593,13;2,13;1594,66;68,55;0;0
3908,13;2200,84;559;1594,88;1,88;1596,55;68,63;0,12;2,91
3909,65;2201,71;560;1596,65;1,65;1598,2;68,75;0,14;3,34
3911,16;2202,58;560;1598,41;1,41;1599,61;68,87;0,13;3,2
3912,68;2203,46;561;1600,18;2,18;1601,79;68,87;0,09;2,22
3914,19;2204,33;561;1601,94;1,94;1603,73;68,65;0;0
3915,7;2205,21;562;1603,7;1,7;1605,43;68,81;0,15;3,63
3915,7;2205,21;562;1605,47;1,47;1606,9;68,68;0;0
3918,72;2206,95;563;1607,22;2,22;1609,12;68,5;0;0
3920,23;2207,83;563;1608,99;1,99;1611,11;68,9;0,24;5,9
3921,74;2208,7;564;1610,75;1,75;1612,85;68,55;0;0
3923,25;2209,57;565;1612,5;1,5;1614,36;68,55;0,09;2,18
3924,76;2210,44;565;1614,27;1,27;1615,62;68,73;0,15;3,84
3926,27;2211,31;566;1616,02;2,02;1617,65;68,48;0;0
3927,78;2212,18;566;1617,78;1,78;1619,43;68,59;0,13;3,19
3929,28;2213,05;567;1619,53;1,53;1620,96;68,41;0;0
3930,8;2213,93;567;1621,3;1,3;1622,26;68,89;0,27;6,77
3932,23;2214,76;568;1623,06;2,06;1624,32;68,67;0;0
3933,75;2215,64;568;1624,82;1,82;1626,14;68,63;0,07;1,85
3935,27;2216,52;569;1626,58;1,58;1627,72;68,5;0,04;0,98
3936,8;2217,4;569;1628,34;1,34;1629,06;68,55;0,11;2,71
3938,32;2218,28;570;1630,1;2,1;1631,15;68,66;0,13;3,2
3939,84;2219,16;570;1631,85;1,85;1633,01;68,58;0,06;1,53
3941,37;2220,04;571;1633,62;1,62;1634,63;68,8;0,17;4,26
3942,9;2220,92;571;1635,38;1,38;1636,01;68,73;0,06;1,52
3944,42;2221,8;572;1637,14;2,14;1638,14;68,42;0;0
3945,94;2222,68;572;1638,9;1,9;1640,04;68,71;0,19;4,89
3947,47;2223,56;573;1640,66;1,66;1641,7;68,8;0,12;3,1
3948,99;2224,44;573;1642,42;1,42;1643,12;68,64;0;0
3950,52;2225,32;574;1644,18;2,18;1645,3;68,67;0,1;2,52
3952,04;2226,2;574;1645,94;1,94;1647,25;68,63;0,07;1,87
3953,57;2227,08;575;1647,7;1,7;1648,95;68,6;0,08;1,93
3955,09;2227,96;575;1649,46;1,46;1650,41;68,63;0,1;2,45
3956,62;2228,85;576;1651,22;2,22;1652,63;68,79;0,15;3,79
3958,14;2229,73;576;1652,98;1,98;1654,62;68,61;0;0
3959,66;2230,61;577;1654,74;1,74;1656,35;68,47;0;0
3961,09;2231,44;578;1656,49;1,49;1657,85;68,42;0,07;1,77
3962,62;2232,32;578;1658,26;2,26;1660,11;68,88;0,26;6,66
3964,15;2233,2;579;1660,02;2,02;1662,13;68,77;0,05;1,16
3965,67;2234,08;579;1661,78;1,78;1663,92;68,72;0,07;1,84
3967,19;2234,96;580;1663,54;1,54;1665,46;68,48;0;0
3968,71;2235,84;580;1665,3;1,3;1666,75;68,56;0,12;3,01
3968,71;2235,84;581;1667,05;2,05;1668,81;68,46;0,05;1,27
3971,76;2237,6;581;1668,82;1,82;1670,63;68,74;0,19;4,96
3973,28;2238,48;582;1670,57;1,57;1672,2;68,55;0;0
3974,81;2239,36;582;1672,34;1,34;1673,54;68,88;0,21;5,44
3976,34;2240,24;583;1674,1;2,1;1675,64;68,58;0;0
3977,86;2241,12;583;1675,86;1,86;1677,5;68,64;0,11;2,89
3979,38;2242;584;1677,62;1,62;1679,12;68,58;0,06;1,66
3980,9;2242,88;584;1679,38;1,38;1680,49;68,56;0,08;2,13
3982,43;2243,76;585;1681,14;2,14;1682,63;68,72;0,15;3,78
3983,95;2244,64;585;1682,89;1,89;1684,52;68,46;0;0
3985,47;2245,52;586;1684,65;1,65;1686,17;68,58;0,13;3,43
3986,99;2246,4;586;1686,41;1,41;1687,58;68,54;0,07;1,88
3988,52;2247,28;587;1688,17;2,17;1689,75;68,83;0,2;5,14
3990,05;2248,16;587;1689,93;1,93;1691,69;68,64;0;0
3991,57;2249,04;588;1691,69;1,69;1693,38;68,7;0,11;2,9
3993,1;2249,93;588;1693,46;1,46;1694,84;68,8;0,13;3,26
3994,63;2250,81;589;1695,22;2,22;1697,06;68,72;0,06;1,48
3996,15;2251,69;589;1696,98;1,98;1699,04;68,5;0;0
3997,67;2252,56;590;1698,73;1,73;1700,77;68,5;0,09;2,25
3999,19;2253,44;591;1700,49;1,49;1702,26;68,43;0,06;1,6
4000,71;2254,32;591;1702,25;2,25;1704,51;68,66;0,17;4,54
4002,24;2255,21;592;1704,01;2,01;1706,53;68,84;0,16;4,11
4003,76;2256,08;592;1705,77;1,77;1708,3;68,47;0;0
4005,28;2256,96;593;1707,53;1,53;1709,82;68,55;0,12;3,16
4006,81;2257,84;593;1709,29;1,29;1711,11;68,62;0,11;2,91
4008,33;2258,73;594;1711,05;2,05;1713,16;68,82;0,17;4,35
4009,86;2259,6;594;1712,81;1,81;1714,97;68,55;0;0
4011,38;2260,48;595;1714,56;1,56;1716,54;68,42;0;0
4012,9;2261,36;595;1716,33;1,33;1717,86;68,76;0,22;5,67
4014,43;2262,25;596;1718,09;2,09;1719,96;68,78;0,1;2,53
4015,95;2263,12;596;1719,85;1,85;1721,8;68,44;0;0
4017,47;2264;597;1721,6;1,6;1723,4;68,49;0,11;2,85
4018,99;2264,88;597;1723,36;1,36;1724,77;68,66;0,15;3,96
4020,52;2265,76;598;1725,12;2,12;1726,89;68,58;0,06;1,54
4022,04;2266,65;598;1726,89;1,89;1728,77;68,83;0,18;4,83
4023,57;2267,52;599;1728,64;1,64;1730,42;68,55;0;0
4025,09;2268,4;599;1730,4;1,4;1731,82;68,57;0,09;2,47
4026,62;2269,29;600;1732,17;2,17;1733,98;68,76;0,16;4,29
4028,14;2270,17;600;1733,93;1,93;1735,91;68,74;0,08;2,13
4029,67;2271,05;601;1735,69;1,69;1737,6;68,78;0,1;2,71
4031,19;2271,93;601;1737,45;1,45;1739,05;68,65;0;0
4032,72;2272,81;602;1739,22;2,22;1741,27;68,83;0,16;4,21
4034,24;2273,69;602;1740,97;1,97;1743,24;68,44;0;0
4034,24;2273,69;603;1742,73;1,73;1744,98;68,76;0,21;5,52
4037,28;2275,46;603;1744,49;1,49;1746,47;68,64;0,04;1,15
4038,8;2276,34;604;1746,25;2,25;1748,72;68,61;0,08;2,01
4040,32;2277,22;605;1748,01;2,01;1750,73;68,51;0,05;1,42
4041,84;2278,11;605;1749,77;1,77;1752,51;68,68;0,15;4,02
4043,36;2278,99;606;1751,53;1,53;1754,04;68,77;0,12;3,26
4044,88;2279,88;606;1753,29;1,29;1755,33;68,5;0;0
4046,4;2280,76;607;1755,05;2,05;1757,38;68,59;0,12;3,29
4047,94;2281,64;607;1756,81;1,81;1759,19;68,74;0,15;3,88
4047,94;2281,64;608;1758,57;1,57;1760,76;68,43;0;0
4051,02;2283,39;608;1760,33;1,33;1762,09;68,7;0,19;5,05
4052,57;2284,27;609;1762,09;2,09;1764,18;68,81;0,13;3,42
4054,1;2285,15;609;1763,85;1,85;1766,03;68,45;0;0
4055,65;2286,03;610;1765,61;1,61;1767,64;68,84;0,24;6,31
4057,19;2286,9;610;1767,37;1,37;1769,02;68,7;0;0
4058,73;2287,76;611;1769,14;2,14;1771,15;68,7;0,09;2,37
4060,27;2288,62;611;1770,9;1,9;1773,05;68,77;0,11;3,05
4061,8;2289,48;612;1772,66;1,66;1774,71;68,5;0;0
4063,32;2290,33;612;1774,42;1,42;1776,13;68,9;0,24;6,38
4064,86;2291,2;613;1776,19;2,19;1778,32;68,86;0,08;2,04
4066,4;2292,06;613;1777,95;1,95;1780,27;68,83;0,07;2,02
4067,93;2292,93;614;1779,71;1,71;1781,98;68,59;0;0
4069,47;2293,8;614;1781,48;1,48;1783,46;68,9;0,2;5,53
4070,99;2294,66;615;1783,23;2,23;1785,69;68,51;0;0
4072,53;2295,53;615;1784,99;1,99;1787,69;68,65;0,14;3,89
4074,06;2296,39;616;1786,76;1,76;1789,44;68,69;0,1;2,81
4075,59;2297,26;616;1788,52;1,52;1790,96;68,67;0,08;2,15
4077,13;2298,13;617;1790,28;1,28;1792,24;68,9;0,18;4,77
4078,67;2299;617;1792,05;2,05;1794,29;68,83;0,06;1,67
4080,2;2299,86;618;1793,81;1,81;1796,1;68,51;0;0
4081,74;2300,73;619;1795,57;1,57;1797,67;68,8;0,2;5,41
4083,27;2301,59;619;1797,33;1,33;1798,99;68,59;0;0
4084,8;2302,46;620;1799,09;2,09;1801,09;68,83;0,18;4,92
4086,33;2303,32;620;1800,85;1,85;1802,94;68,47;0;0
4087,87;2304,19;621;1802,61;1,61;1804,55;68,77;0,2;5,5
4089,4;2305,06;621;1804,38;1,38;1805,92;68,78;0,09;2,5
4090,94;2305,92;622;1806,14;2,14;1808,06;68,78;0,09;2,44
4092,47;2306,79;622;1807,9;1,9;1809,96;68,55;0;0
4094;2307,65;623;1809,65;1,65;1811,61;68,58;0,1;2,78
4095,53;2308,52;623;1811,41;1,41;1813,02;68,42;0;0
4097,06;2309,38;624;1813,17;2,17;1815,2;68,8;0,23;6,36
4098,59;2310,25;624;1814,93;1,93;1817,12;68,41;0;0
4100,12;2311,11;625;1816,69;1,69;1818,81;68,64;0,17;4,75
4101,65;2311,97;625;1818,44;1,44;1820,25;68,47;0;0
4101,65;2311,97;626;1820,2;2,2;1822,46;68,7;0,17;4,78
4103,19;2312,84;626;1821,97;1,97;1824,43;68,7;0,09;2,48
4106,25;2314,57;627;1823,72;1,72;1826,15;68,54;0;0
4107,79;2315,44;627;1825,49;1,49;1827,64;68,82;0,19;5,34
4109,32;2316,3;628;1827,25;2,25;1829,89;68,64;0;0
4110,86;2317,17;628;1829,01;2,01;1831,9;68,86;0,17;4,74
4112,39;2318,04;629;1830,77;1,77;1833,67;68,63;0;0
4113,93;2318,9;629;1832,54;1,54;1835,21;68,76;0,14;3,83
4115,46;2319,77;630;1834,3;1,3;1836,51;68,69;0,06;1,75
4115,46;2319,77;630;1836,06;2,06;1838,57;68,76;0,11;3,13
4118,53;2321,5;631;1837,83;1,83;1840,4;68,78;0,1;2,72
4120,07;2322,37;631;1839,59;1,59;1841,99;68,88;0,12;3,44
4121,6;2323,24;632;1841,36;1,36;1843,34;68,83;0,07;1,98
4123,14;2324,11;633;1843,12;2,12;1845,47;68,9;0,11;3,18
4123,14;2324,11;633;1844,88;1,88;1847,35;68,49;0;0
4126,2;2325,84;634;1846,63;1,63;1848,98;68,43;0,07;1,89
4127,73;2326,7;634;1848,39;1,39;1850,37;68,6;0,15;4,15
4129,26;2327,56;635;1850,15;2,15;1852,52;68,51;0,06;1,6
4130,79;2328,43;635;1851,91;1,91;1854,43;68,56;0,11;2,97
4132,32;2329,29;636;1853,67;1,67;1856,1;68,61;0,11;2,99
4133,86;2330,16;636;1855,43;1,43;1857,53;68,9;0,2;5,5
4135,48;2331,05;637;1857,19;2,19;1859,72;68,61;0;0
4137,03;2331,89;637;1858,96;1,96;1861,68;68,84;0,17;4,89
4138,58;2332,73;638;1860,72;1,72;1863,39;68,56;0;0
4140,13;2333,56;638;1862,48;1,48;1864,87;68,65;0,12;3,45
4141,68;2334,4;639;1864,23;2,23;1867,1;68,46;0;0
4143,22;2335,23;639;1865,99;1,99;1869,09;68,52;0,11;3,1
4144,77;2336,07;640;1867,75;1,75;1870,84;68,73;0,17;4,77
4146,33;2336,91;640;1869,52;1,52;1872,36;68,87;0,14;3,95
4147,87;2337,75;641;1871,27;1,27;1873,63;68,52;0;0
4149,46;2338,56;641;1873,03;2,03;1875,66;68,69;0,15;4,31
4151,06;2339,37;642;1874,8;1,8;1877,47;68,86;0,15;4,36
4152,65;2340,18;642;1876,56;1,56;1879,02;68,47;0;0
4154,24;2340,99;643;1878,31;1,31;1880,33;68,43;0,07;2,09
4155,84;2341,79;643;1880,07;2,07;1882,4;68,57;0,14;3,93
4157,43;2342,6;644;1881,83;1,83;1884,23;68,69;0,14;3,82
4159,03;2343,41;644;1883,59;1,59;1885,82;68,52;0;0
4160,62;2344,21;645;1885,35;1,35;1887,16;68,6;0,12;3,33
4163,58;2342,11;645;1887,1;2,1;1889,27;68,48;0,04;1,17
4163,58;2342,11;646;1888,86;1,86;1891,13;68,76;0,2;5,53
4166,77;2343,63;646;1890,63;1,63;1892,76;68,9;0,14;4
4168,39;2344,39;647;1892,39;1,39;1894,15;68,64;0;0
4169,98;2345,13;647;1894,15;2,15;1896,31;68,68;0,1;2,93
4171,58;2345,87;648;1895,91;1,91;1898,22;68,7;0,09;2,66
4171,58;2345,87;649;1897,68;1,68;1899,9;68,76;0,11;3,25
4174,78;2347,35;649;1899,44;1,44;1901,34;68,84;0,12;3,36
4176,38;2348,09;650;1901,21;2,21;1903,54;68,76;0,06;1,62
4177,98;2348,83;650;1902,96;1,96;1905,51;68,53;0;0
4179,58;2349,57;651;1904,73;1,73;1907,24;68,89;0,23;6,48
4181,19;2350,31;651;1906,5;1,5;1908,73;68,91;0,1;2,76
4182,79;2351,05;652;1908,26;2,26;1910,99;68,88;0,08;2,2
4184,38;2351,79;652;1910,02;2,02;1913,01;68,49;0;0
4185,98;2352,53;653;1911,78;1,78;1914,79;68,62;0,14;3,88
4187,58;2353,27;653;1913,54;1,54;1916,33;68,73;0,13;3,73
4189,17;2354,01;654;1915,29;1,29;1917,63;68,43;0;0
4190,77;2354,75;654;1917,06;2,06;1919,68;68,69;0,18;5,31
4190,77;2354,75;655;1918,82;1,82;1921,5;68,88;0,16;4,65
4193,97;2356,23;655;1920,59;1,59;1923,09;68,88;0,09;2,53
4195,58;2356,97;656;1922,36;1,36;1924,45;68,91;0,1;2,83
4197,18;2357,71;656;1924,12;2,12;1926,57;68,81;0,05;1,54
4198,78;2358,45;657;1925,88;1,88;1928,45;68,75;0,07;1,93
4200,38;2359,19;657;1927,64;1,64;1930,09;68,7;0,07;1,99
4201,97;2359,93;658;1929,4;1,4;1931,49;68,44;0;0
4203,57;2360,67;658;1931,16;2,16;1933,65;68,7;0,19;5,36
4203,57;2360,67;659;1932,92;1,92;1935,57;68,51;0;0
4206,76;2362,15;659;1934,68;1,68;1937,25;68,64;0,14;3,96
4208,36;2362,89;660;1936,44;1,44;1938,69;68,8;0,15;4,23
4209,96;2363,63;660;1938,2;2,2;1940,89;68,63;0;0
4211,56;2364,37;661;1939,96;1,96;1942,86;68,79;0,15;4,29
4213,15;2365,11;661;1941,72;1,72;1944,58;68,53;0;0
4214,75;2365,85;662;1943,49;1,49;1946,07;68,84;0,2;5,93
4216,35;2366,59;662;1945,24;2,24;1948,31;68,53;0;0
4217,95;2367,33;663;1947,01;2,01;1950,32;68,75;0,17;5,03
4219,55;2368,07;664;1948,77;1,77;1952,09;68,73;0,08;2,3
4221,14;2368,81;664;1950,53;1,53;1953,61;68,5;0;0
4222,74;2369,55;665;1952,29;1,29;1954,91;68,88;0,23;6,75
4224,34;2370,29;665;1954,05;2,05;1956,96;68,72;0;0
4225,94;2371,03;666;1955,82;1,82;1958,78;68,68;0,08;2,2
4227,53;2371,76;666;1957,57;1,57;1960,35;68,47;0;0
4229,14;2372,51;667;1959,33;1,33;1961,68;68,79;0,21;6,1
4230,73;2373,25;667;1961,1;2,1;1963,78;68,68;0,05;1,38
4232,33;2373,98;668;1962,85;1,85;1965,63;68,46;0;0
4233,92;2374,72;668;1964,61;1,61;1967,24;68,63;0,15;4,43
4235,52;2375,46;669;1966,37;1,37;1968,61;68,5;0,04;1,21
4237,12;2376,2;669;1968,13;2,13;1970,74;68,83;0,21;6,28
4238,71;2376,94;670;1969,89;1,89;1972,63;68,53;0;0
4240,32;2377,68;670;1971,65;1,65;1974,28;68,84;0,2;6,03
4241,91;2378,42;671;1973,41;1,41;1975,69;68,52;0;0
4243,5;2379,16;671;1975,17;2,17;1977,86;68,52;0,09;2,61
4245,1;2379,89;672;1976,92;1,92;1979,79;68,51;0,08;2,46
4246,67;2380,65;672;1978,69;1,69;1981,48;68,88;0,23;6,74
4248,25;2381,41;673;1980,45;1,45;1982,92;68,45;0;0
4249,84;2382,17;673;1982,2;2,2;1985,13;68,51;0,11;3,31
4251,42;2382,93;674;1983,96;1,96;1987,09;68,52;0,09;2,77
